price,bed,bath,acre_lot,zip_code,house_size,year,month
1695000.0,5.0,4.0,0.38,8540.0,4642.0,2004,3
1695000.0,5.0,4.0,0.38,8540.0,4642.0,2004,3
225000.0,3.0,3.0,0.06,8060.0,1408.0,2004,3
299000.0,4.0,2.0,0.14,8610.0,1597.0,2004,3
225000.0,3.0,3.0,0.06,8060.0,1408.0,2004,3
1695000.0,5.0,4.0,0.38,8540.0,4642.0,2004,3
250000.0,2.0,1.0,0.24,8721.0,1392.0,2004,3
250000.0,2.0,1.0,0.24,8721.0,1392.0,2004,3
250000.0,2.0,1.0,0.24,8721.0,1392.0,2004,3
243900.0,6.0,2.0,0.2,7823.0,2200.0,2004,3
264000.0,3.0,1.0,0.06,8901.0,1102.0,2004,3
335000.0,2.0,3.0,0.07,8873.0,1428.0,2004,3
338000.0,4.0,2.0,0.23,8817.0,1944.0,2004,3
599999.0,3.0,4.0,0.03,8879.0,3089.0,2004,3
264000.0,3.0,1.0,0.06,8901.0,1102.0,2004,3
338000.0,4.0,2.0,0.23,8817.0,1944.0,2004,3
599999.0,3.0,4.0,0.03,8879.0,3089.0,2004,3
264000.0,3.0,1.0,0.06,8901.0,1102.0,2004,3
1695000.0,5.0,4.0,0.38,8540.0,4642.0,2004,3
338000.0,4.0,2.0,0.23,8817.0,1944.0,2004,3
335000.0,2.0,3.0,0.07,8873.0,1428.0,2004,3
264000.0,3.0,1.0,0.06,8901.0,1102.0,2004,3
335000.0,2.0,3.0,0.07,8873.0,1428.0,2004,3
1695000.0,5.0,4.0,0.38,8540.0,4642.0,2004,3
599999.0,3.0,4.0,0.03,8879.0,3089.0,2004,3
264000.0,3.0,1.0,0.06,8901.0,1102.0,2004,3
264000.0,3.0,1.0,0.06,8901.0,1102.0,2004,3
335000.0,2.0,3.0,0.07,8873.0,1428.0,2004,3
335000.0,2.0,3.0,0.07,8873.0,1428.0,2004,3
338000.0,4.0,2.0,0.23,8817.0,1944.0,2004,3
599999.0,3.0,4.0,0.03,8879.0,3089.0,2004,3
399900.0,3.0,1.0,0.11,7735.0,1200.0,2004,3
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
670000.0,6.0,4.0,0.07,7201.0,2400.0,2004,4
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
415000.0,2.0,3.0,0.03,8820.0,1419.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
300000.0,3.0,1.0,0.15,8816.0,1212.0,2004,4
670000.0,6.0,4.0,0.07,7201.0,2400.0,2004,4
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
378900.0,4.0,2.0,0.39,7753.0,1432.0,2004,4
434900.0,5.0,2.0,0.22,8742.0,2176.0,2004,4
750000.0,2.0,1.0,0.49,8742.0,1500.0,2004,4
378900.0,4.0,2.0,0.39,7753.0,1432.0,2004,4
434900.0,5.0,2.0,0.22,8742.0,2176.0,2004,4
750000.0,2.0,1.0,0.49,8742.0,1500.0,2004,4
378900.0,4.0,2.0,0.39,7753.0,1432.0,2004,4
824900.0,5.0,4.0,0.49,7748.0,3951.0,2004,4
434900.0,5.0,2.0,0.22,8742.0,2176.0,2004,4
378900.0,4.0,2.0,0.39,7753.0,1432.0,2004,4
824900.0,5.0,4.0,0.49,7748.0,3951.0,2004,4
378900.0,4.0,2.0,0.39,7753.0,1432.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
670000.0,6.0,4.0,0.07,7201.0,2400.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
415000.0,2.0,3.0,0.03,8820.0,1419.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
415000.0,2.0,3.0,0.03,8820.0,1419.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
175000.0,2.0,2.0,0.44,8002.0,1344.0,2004,4
475000.0,4.0,4.0,5.0,8085.0,3928.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
415000.0,2.0,3.0,0.03,8820.0,1419.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
300000.0,3.0,1.0,0.15,8816.0,1212.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
240000.0,4.0,2.0,0.15,8046.0,1987.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
450000.0,5.0,3.0,0.29,8055.0,2806.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
349000.0,3.0,2.0,0.7,7869.0,1562.0,2004,4
475000.0,4.0,4.0,5.0,8085.0,3928.0,2004,4
750000.0,5.0,5.0,1.01,8759.0,4748.0,2004,4
269900.0,3.0,1.0,0.31,8234.0,960.0,2004,4
339900.0,2.0,3.0,0.13,8087.0,1450.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
339900.0,3.0,2.0,1.32,8037.0,2008.0,2004,4
650000.0,3.0,4.0,0.1,8758.0,2799.0,2004,4
450000.0,5.0,3.0,0.29,8055.0,2806.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
275000.0,4.0,1.0,0.33,8106.0,1354.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
240000.0,4.0,2.0,0.15,8046.0,1987.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
475000.0,4.0,4.0,5.0,8085.0,3928.0,2004,4
475000.0,4.0,4.0,5.0,8085.0,3928.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
240000.0,4.0,2.0,0.15,8046.0,1987.0,2004,4
339900.0,2.0,3.0,0.13,8087.0,1450.0,2004,4
240000.0,4.0,2.0,0.15,8046.0,1987.0,2004,4
275000.0,4.0,1.0,0.33,8106.0,1354.0,2004,4
270000.0,3.0,2.0,0.17,8109.0,1493.0,2004,4
175000.0,2.0,2.0,0.44,8002.0,1344.0,2004,4
275000.0,4.0,1.0,0.33,8106.0,1354.0,2004,4
269900.0,3.0,1.0,0.31,8234.0,960.0,2004,4
339900.0,2.0,3.0,0.13,8087.0,1450.0,2004,4
339900.0,3.0,2.0,1.32,8037.0,2008.0,2004,4
269900.0,3.0,1.0,0.31,8234.0,960.0,2004,4
339900.0,2.0,3.0,0.13,8087.0,1450.0,2004,4
269900.0,3.0,1.0,0.31,8234.0,960.0,2004,4
750000.0,5.0,5.0,1.01,8759.0,4748.0,2004,4
269900.0,3.0,1.0,0.31,8234.0,960.0,2004,4
339900.0,2.0,3.0,0.13,8087.0,1450.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
339900.0,3.0,2.0,1.32,8037.0,2008.0,2004,4
339900.0,3.0,2.0,1.32,8037.0,2008.0,2004,4
339900.0,4.0,3.0,0.21,8251.0,2022.0,2004,4
339900.0,4.0,3.0,0.21,8251.0,2022.0,2004,4
269900.0,3.0,1.0,0.31,8234.0,960.0,2004,4
339900.0,3.0,2.0,1.32,8037.0,2008.0,2004,4
269900.0,3.0,1.0,0.31,8234.0,960.0,2004,4
339900.0,3.0,2.0,1.32,8037.0,2008.0,2004,4
475000.0,4.0,4.0,5.0,8085.0,3928.0,2004,4
750000.0,5.0,5.0,1.01,8759.0,4748.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
269900.0,3.0,1.0,0.31,8234.0,960.0,2004,4
339900.0,3.0,2.0,1.32,8037.0,2008.0,2004,4
300000.0,3.0,1.0,0.15,8816.0,1212.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
750000.0,5.0,5.0,1.01,8759.0,4748.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
240000.0,4.0,2.0,0.15,8046.0,1987.0,2004,4
450000.0,5.0,3.0,0.29,8055.0,2806.0,2004,4
750000.0,5.0,5.0,1.01,8759.0,4748.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
450000.0,5.0,3.0,0.29,8055.0,2806.0,2004,4
399000.0,3.0,3.0,0.11,8721.0,1307.0,2004,4
650000.0,3.0,4.0,0.1,8758.0,2799.0,2004,4
750000.0,5.0,5.0,1.01,8759.0,4748.0,2004,4
210000.0,4.0,2.0,0.43,8015.0,1660.0,2004,4
434900.0,5.0,2.0,0.22,8742.0,2176.0,2004,4
750000.0,2.0,1.0,0.49,8742.0,1500.0,2004,4
378900.0,4.0,2.0,0.39,7753.0,1432.0,2004,4
434900.0,5.0,2.0,0.22,8742.0,2176.0,2004,4
750000.0,2.0,1.0,0.49,8742.0,1500.0,2004,4
434900.0,5.0,2.0,0.22,8742.0,2176.0,2004,4
750000.0,2.0,1.0,0.49,8742.0,1500.0,2004,4
650000.0,3.0,4.0,0.1,8758.0,2799.0,2004,4
750000.0,5.0,5.0,1.01,8759.0,4748.0,2004,4
300000.0,3.0,1.0,0.15,8816.0,1212.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
415000.0,2.0,3.0,0.03,8820.0,1419.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
300000.0,3.0,1.0,0.15,8816.0,1212.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
415000.0,2.0,3.0,0.03,8820.0,1419.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
699000.0,4.0,3.0,0.24,8854.0,2447.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
479000.0,3.0,3.0,0.33,8902.0,1948.0,2004,4
299000.0,3.0,1.0,0.49,8854.0,1392.0,2004,4
299000.0,2.0,1.0,0.11,8902.0,952.0,2004,4
430000.0,3.0,3.0,0.07,8873.0,1678.0,2004,4
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
649900.0,5.0,2.0,0.08,7079.0,2796.0,2004,4
824900.0,5.0,4.0,0.49,7748.0,3951.0,2004,4
300000.0,3.0,1.0,0.15,8816.0,1212.0,2004,4
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
450000.0,3.0,3.0,0.17,8816.0,1792.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
700000.0,4.0,3.0,1.0,7836.0,2798.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
1675000.0,5.0,5.0,3.5,7722.0,6000.0,2004,5
675000.0,4.0,3.0,0.35,8527.0,2400.0,2004,5
675000.0,4.0,3.0,0.35,8527.0,2400.0,2004,5
1675000.0,5.0,5.0,3.5,7722.0,6000.0,2004,5
1675000.0,5.0,5.0,3.5,7722.0,6000.0,2004,5
700000.0,4.0,3.0,1.0,7836.0,2798.0,2004,5
700000.0,4.0,3.0,1.0,7836.0,2798.0,2004,5
700000.0,4.0,3.0,1.0,7836.0,2798.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
369900.0,3.0,2.0,0.27,8003.0,1800.0,2004,5
450000.0,3.0,3.0,0.17,8816.0,1792.0,2004,5
549900.0,4.0,3.0,1.01,8053.0,3094.0,2004,5
185000.0,2.0,1.0,0.18,8075.0,1596.0,2004,5
275000.0,4.0,3.0,0.16,8046.0,2358.0,2004,5
349000.0,3.0,1.0,0.26,8822.0,1214.0,2004,5
600000.0,4.0,3.0,1.22,8822.0,2511.0,2004,5
369900.0,3.0,2.0,0.27,8003.0,1800.0,2004,5
700000.0,4.0,3.0,1.0,7836.0,2798.0,2004,5
330000.0,4.0,2.0,0.26,8518.0,1755.0,2004,5
285000.0,2.0,2.0,0.02,8822.0,1058.0,2004,5
700000.0,4.0,3.0,1.0,7836.0,2798.0,2004,5
289000.0,6.0,2.0,0.36,8021.0,1976.0,2004,5
249900.0,3.0,2.0,0.07,8406.0,1542.0,2004,5
175000.0,4.0,2.0,0.04,8401.0,1546.0,2004,5
145000.0,2.0,1.0,0.14,8759.0,858.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
330000.0,4.0,2.0,0.26,8518.0,1755.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
185000.0,2.0,1.0,0.18,8075.0,1596.0,2004,5
275000.0,4.0,3.0,0.16,8046.0,2358.0,2004,5
514000.0,3.0,2.0,0.16,8033.0,1789.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
275000.0,4.0,3.0,0.16,8046.0,2358.0,2004,5
185000.0,2.0,1.0,0.18,8075.0,1596.0,2004,5
185000.0,2.0,1.0,0.18,8075.0,1596.0,2004,5
275000.0,4.0,3.0,0.16,8046.0,2358.0,2004,5
289000.0,6.0,2.0,0.36,8021.0,1976.0,2004,5
369900.0,3.0,2.0,0.27,8003.0,1800.0,2004,5
460000.0,4.0,3.0,0.44,8210.0,1784.0,2004,5
549900.0,4.0,2.0,0.07,8260.0,1410.0,2004,5
249900.0,3.0,2.0,0.07,8406.0,1542.0,2004,5
175000.0,4.0,2.0,0.04,8401.0,1546.0,2004,5
424900.0,4.0,3.0,0.16,8401.0,1960.0,2004,5
150000.0,2.0,2.0,0.13,8757.0,1328.0,2004,5
145000.0,2.0,1.0,0.14,8759.0,858.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
259900.0,3.0,2.0,0.36,8210.0,1073.0,2004,5
460000.0,4.0,3.0,0.44,8210.0,1784.0,2004,5
259900.0,3.0,2.0,0.36,8210.0,1073.0,2004,5
460000.0,4.0,3.0,0.44,8210.0,1784.0,2004,5
549900.0,4.0,2.0,0.07,8260.0,1410.0,2004,5
549900.0,4.0,2.0,0.07,8260.0,1410.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
259900.0,3.0,2.0,0.36,8210.0,1073.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
460000.0,4.0,3.0,0.44,8210.0,1784.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
460000.0,4.0,3.0,0.44,8210.0,1784.0,2004,5
249900.0,3.0,2.0,0.07,8406.0,1542.0,2004,5
175000.0,4.0,2.0,0.04,8401.0,1546.0,2004,5
259900.0,3.0,2.0,0.36,8210.0,1073.0,2004,5
424900.0,4.0,3.0,0.16,8401.0,1960.0,2004,5
460000.0,4.0,3.0,0.44,8210.0,1784.0,2004,5
259900.0,3.0,2.0,0.36,8210.0,1073.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
249900.0,3.0,2.0,0.07,8406.0,1542.0,2004,5
175000.0,4.0,2.0,0.04,8401.0,1546.0,2004,5
145000.0,2.0,1.0,0.14,8759.0,858.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
424900.0,4.0,3.0,0.16,8401.0,1960.0,2004,5
330000.0,4.0,2.0,0.26,8518.0,1755.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
184900.0,3.0,1.0,0.31,8332.0,1216.0,2004,5
330000.0,4.0,2.0,0.26,8518.0,1755.0,2004,5
450000.0,3.0,3.0,0.17,8816.0,1792.0,2004,5
285000.0,2.0,2.0,0.02,8822.0,1058.0,2004,5
349000.0,3.0,1.0,0.26,8822.0,1214.0,2004,5
450000.0,3.0,3.0,0.17,8816.0,1792.0,2004,5
349000.0,3.0,1.0,0.26,8822.0,1214.0,2004,5
145000.0,2.0,1.0,0.14,8759.0,858.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
275000.0,4.0,3.0,0.16,8046.0,2358.0,2004,5
330000.0,4.0,2.0,0.26,8518.0,1755.0,2004,5
549900.0,4.0,3.0,1.01,8053.0,3094.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
330000.0,4.0,2.0,0.26,8518.0,1755.0,2004,5
330000.0,4.0,2.0,0.26,8518.0,1755.0,2004,5
330000.0,4.0,2.0,0.26,8518.0,1755.0,2004,5
150000.0,2.0,2.0,0.13,8757.0,1328.0,2004,5
150000.0,2.0,2.0,0.13,8757.0,1328.0,2004,5
145000.0,2.0,1.0,0.14,8759.0,858.0,2004,5
339000.0,3.0,3.0,0.18,8015.0,2968.0,2004,5
675000.0,4.0,3.0,0.35,8527.0,2400.0,2004,5
150000.0,2.0,2.0,0.13,8757.0,1328.0,2004,5
145000.0,2.0,1.0,0.14,8759.0,858.0,2004,5
285000.0,2.0,2.0,0.02,8822.0,1058.0,2004,5
349000.0,3.0,1.0,0.26,8822.0,1214.0,2004,5
600000.0,4.0,3.0,1.22,8822.0,2511.0,2004,5
450000.0,3.0,3.0,0.17,8816.0,1792.0,2004,5
450000.0,3.0,3.0,0.17,8816.0,1792.0,2004,5
349000.0,3.0,1.0,0.26,8822.0,1214.0,2004,5
600000.0,4.0,3.0,1.22,8822.0,2511.0,2004,5
285000.0,2.0,2.0,0.02,8822.0,1058.0,2004,5
450000.0,3.0,3.0,0.17,8816.0,1792.0,2004,5
349000.0,3.0,1.0,0.26,8822.0,1214.0,2004,5
600000.0,4.0,3.0,1.22,8822.0,2511.0,2004,5
285000.0,2.0,2.0,0.02,8822.0,1058.0,2004,5
700000.0,4.0,3.0,1.0,7836.0,2798.0,2004,5
349000.0,3.0,1.0,0.26,8822.0,1214.0,2004,5
600000.0,4.0,3.0,1.22,8822.0,2511.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
399900.0,3.0,2.0,0.12,7009.0,1378.0,2004,5
450000.0,3.0,3.0,0.17,8816.0,1792.0,2004,5
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
489900.0,3.0,3.0,0.17,7735.0,1510.0,2004,6
320000.0,2.0,2.0,0.02,7747.0,1412.0,2004,6
325000.0,3.0,2.0,1.5,7860.0,1759.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
1895000.0,4.0,3.0,0.16,8742.0,2824.0,2004,6
1895000.0,4.0,3.0,0.16,8742.0,2824.0,2004,6
1650000.0,5.0,6.0,0.51,7712.0,5452.0,2004,6
1895000.0,4.0,3.0,0.16,8742.0,2824.0,2004,6
599900.0,4.0,3.0,0.2,7747.0,2220.0,2004,6
1650000.0,5.0,6.0,0.51,7712.0,5452.0,2004,6
489900.0,3.0,3.0,0.17,7735.0,1510.0,2004,6
320000.0,2.0,2.0,0.02,7747.0,1412.0,2004,6
489900.0,3.0,3.0,0.17,7735.0,1510.0,2004,6
320000.0,2.0,2.0,0.02,7747.0,1412.0,2004,6
325000.0,3.0,2.0,1.5,7860.0,1759.0,2004,6
325000.0,3.0,2.0,1.5,7860.0,1759.0,2004,6
325000.0,3.0,2.0,1.5,7860.0,1759.0,2004,6
325000.0,3.0,2.0,1.5,7860.0,1759.0,2004,6
325000.0,3.0,2.0,1.5,7860.0,1759.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
479900.0,4.0,3.0,0.23,8005.0,2282.0,2004,6
650000.0,4.0,3.0,1.56,8085.0,3616.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
750000.0,5.0,3.0,0.44,8902.0,3314.0,2004,6
284900.0,3.0,2.0,0.34,8628.0,1092.0,2004,6
190000.0,3.0,1.0,0.17,8009.0,1014.0,2004,6
145000.0,2.0,1.0,0.04,8554.0,1003.0,2004,6
74995.0,2.0,2.0,0.04,8618.0,1248.0,2004,6
324900.0,2.0,3.0,0.08,8053.0,1756.0,2004,6
325000.0,3.0,2.0,1.5,7860.0,1759.0,2004,6
355000.0,2.0,3.0,0.05,8822.0,1476.0,2004,6
375000.0,3.0,2.0,0.18,8075.0,2009.0,2004,6
849000.0,4.0,5.0,1.98,8534.0,4354.0,2004,6
74995.0,2.0,2.0,0.04,8618.0,1248.0,2004,6
325000.0,3.0,2.0,1.5,7860.0,1759.0,2004,6
355000.0,2.0,3.0,0.05,8822.0,1476.0,2004,6
649900.0,5.0,4.0,0.57,7058.0,3019.0,2004,6
190000.0,3.0,1.0,0.17,8009.0,1014.0,2004,6
160000.0,2.0,1.0,0.14,8015.0,992.0,2004,6
479900.0,4.0,3.0,0.23,8005.0,2282.0,2004,6
365900.0,2.0,2.0,0.13,8087.0,1756.0,2004,6
145000.0,2.0,1.0,0.04,8554.0,1003.0,2004,6
380000.0,4.0,2.0,0.23,8731.0,1502.0,2004,6
425000.0,3.0,1.0,0.28,8753.0,1364.0,2004,6
160000.0,2.0,1.0,0.14,8015.0,992.0,2004,6
324900.0,2.0,3.0,0.08,8053.0,1756.0,2004,6
650000.0,4.0,3.0,1.56,8085.0,3616.0,2004,6
169000.0,2.0,1.0,0.09,8110.0,1152.0,2004,6
325000.0,4.0,1.0,0.07,8108.0,1305.0,2004,6
250000.0,4.0,2.0,0.11,8107.0,1544.0,2004,6
160000.0,2.0,1.0,0.14,8015.0,992.0,2004,6
375000.0,3.0,2.0,0.18,8075.0,2009.0,2004,6
324900.0,2.0,3.0,0.08,8053.0,1756.0,2004,6
145000.0,2.0,1.0,0.04,8554.0,1003.0,2004,6
160000.0,2.0,1.0,0.14,8015.0,992.0,2004,6
109900.0,3.0,1.0,0.35,8094.0,1480.0,2004,6
650000.0,4.0,3.0,1.56,8085.0,3616.0,2004,6
650000.0,4.0,3.0,1.56,8085.0,3616.0,2004,6
375000.0,3.0,2.0,0.18,8075.0,2009.0,2004,6
155000.0,3.0,2.0,0.05,8081.0,1280.0,2004,6
650000.0,4.0,3.0,1.56,8085.0,3616.0,2004,6
360000.0,3.0,2.0,0.17,8077.0,1556.0,2004,6
365900.0,2.0,2.0,0.13,8087.0,1756.0,2004,6
109900.0,3.0,1.0,0.35,8094.0,1480.0,2004,6
360000.0,3.0,2.0,0.17,8077.0,1556.0,2004,6
375000.0,3.0,2.0,0.18,8075.0,2009.0,2004,6
169000.0,2.0,1.0,0.09,8110.0,1152.0,2004,6
255000.0,3.0,2.0,0.29,8109.0,1496.0,2004,6
155000.0,3.0,2.0,0.05,8081.0,1280.0,2004,6
255000.0,3.0,2.0,0.29,8109.0,1496.0,2004,6
169000.0,2.0,1.0,0.09,8110.0,1152.0,2004,6
190000.0,3.0,1.0,0.17,8009.0,1014.0,2004,6
324900.0,2.0,3.0,0.08,8053.0,1756.0,2004,6
169000.0,2.0,1.0,0.09,8110.0,1152.0,2004,6
325000.0,4.0,1.0,0.07,8108.0,1305.0,2004,6
255000.0,3.0,2.0,0.29,8109.0,1496.0,2004,6
250000.0,4.0,2.0,0.11,8107.0,1544.0,2004,6
190000.0,3.0,1.0,0.17,8009.0,1014.0,2004,6
109900.0,3.0,1.0,0.35,8094.0,1480.0,2004,6
365900.0,2.0,2.0,0.13,8087.0,1756.0,2004,6
365900.0,2.0,2.0,0.13,8087.0,1756.0,2004,6
479900.0,4.0,3.0,0.23,8005.0,2282.0,2004,6
